combo_index,card1_name,card2_name,reach_oop,reach_ip,card1_rank,card2_rank,is_pair,is_suited,rank_gap,suit_with_board_c1,suit_with_board_c2,pairs_with_board,overcards,flush_potential,hand_strength,is_blocked,board_rank1,board_rank2,board_rank3,board_rank4,board_suit1,board_suit2,board_suit3,board_suit4,suit_count_club,suit_count_diamond,suit_count_heart,suit_count_spade,board_paired,board_trips,monotone,high_card,connectivity,pot,stack,spr,cfv_oop,cfv_ip
332,3h,Ac,0.4457,0.4721,0.0833,1.0,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.8792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.1068,0.1249
333,3h,Ad,0.4669,0.5756,0.0833,1.0,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.8792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.1119,0.1523
334,3h,Ah,0.0,0.0,0.0833,1.0,0,1,0.9167,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
335,3h,As,0.5545,0.4853,0.0833,1.0,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.8792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.1328,0.1284
336,3s,4c,0.1649,0.1784,0.0833,0.1667,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.2042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0161,-0.013
337,3s,4d,0.0586,0.1464,0.0833,0.1667,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.2042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0057,-0.0107
338,3s,4h,0.1746,0.0479,0.0833,0.1667,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.2042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0171,-0.0035
339,3s,4s,0.1889,0.2179,0.0833,0.1667,0,1,0.0833,0.25,0.25,1,0.0,0.6,0.2042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0185,-0.0159
340,3s,5c,0.0883,0.0718,0.0833,0.25,0,0,0.1667,0.25,0.25,1,0.0,0.4,0.2167,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0081,-0.0048
341,3s,5d,0.1291,0.2021,0.0833,0.25,0,0,0.1667,0.25,0.25,1,0.0,0.4,0.2167,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0118,-0.0135
342,3s,5h,0.2583,0.146,0.0833,0.25,0,0,0.1667,0.25,0.25,1,0.0,0.4,0.2167,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0237,-0.0097
343,3s,5s,0.2097,0.0819,0.0833,0.25,0,1,0.1667,0.25,0.25,1,0.0,0.6,0.2167,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0192,-0.0055
344,3s,6c,0.2465,0.2338,0.0833,0.3333,0,0,0.25,0.25,0.25,1,0.0,0.4,0.2292,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0211,-0.0141
345,3s,6d,0.1287,0.2628,0.0833,0.3333,0,0,0.25,0.25,0.25,1,0.0,0.4,0.2292,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.011,-0.0159
346,3s,6h,0.2784,0.2284,0.0833,0.3333,0,0,0.25,0.25,0.25,1,0.0,0.4,0.2292,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0238,-0.0138
347,3s,6s,0.1325,0.3051,0.0833,0.3333,0,1,0.25,0.25,0.25,1,0.0,0.6,0.2292,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0113,-0.0184
348,3s,7c,0.3065,0.2194,0.0833,0.4167,0,0,0.3333,0.25,0.25,1,0.0,0.4,0.675,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0421,0.0357
349,3s,7d,0.2357,0.2241,0.0833,0.4167,0,0,0.3333,0.25,0.25,1,0.0,0.4,0.675,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0324,0.0364
350,3s,7h,0.2512,0.2182,0.0833,0.4167,0,0,0.3333,0.25,0.25,1,0.0,0.4,0.675,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0345,0.0355
351,3s,7s,0.0,0.0,0.0833,0.4167,0,1,0.3333,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
352,3s,8c,0.3616,0.3561,0.0833,0.5,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2542,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0264,-0.0171
353,3s,8d,0.2128,0.3838,0.0833,0.5,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2542,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0155,-0.0184
354,3s,8h,0.3188,0.3574,0.0833,0.5,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2542,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0232,-0.0171
355,3s,8s,0.3331,0.2788,0.0833,0.5,0,1,0.4167,0.25,0.25,1,0.0,0.6,0.2542,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0243,-0.0134
356,3s,9c,0.3801,0.4264,0.0833,0.5833,0,0,0.5,0.25,0.25,1,0.0,0.4,0.2667,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0253,-0.0178
357,3s,9d,0.2873,0.395,0.0833,0.5833,0,0,0.5,0.25,0.25,1,0.0,0.4,0.2667,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0192,-0.0165
358,3s,9h,0.341,0.33,0.0833,0.5833,0,0,0.5,0.25,0.25,1,0.0,0.4,0.2667,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0227,-0.0138
359,3s,9s,0.3204,0.3795,0.0833,0.5833,0,1,0.5,0.25,0.25,1,0.0,0.6,0.2667,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0214,-0.0158
360,3s,Tc,0.4537,0.5703,0.0833,0.6667,0,0,0.5833,0.25,0.25,1,0.0,0.4,0.2792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0274,-0.0202
361,3s,Td,0.5661,0.4173,0.0833,0.6667,0,0,0.5833,0.25,0.25,1,0.0,0.4,0.2792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0342,-0.0148
362,3s,Th,0.5763,0.4488,0.0833,0.6667,0,0,0.5833,0.25,0.25,1,0.0,0.4,0.2792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0348,-0.0159
363,3s,Ts,0.4929,0.5221,0.0833,0.6667,0,1,0.5833,0.25,0.25,1,0.0,0.6,0.2792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0298,-0.0185
364,3s,Jc,0.4758,0.4057,0.0833,0.75,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.2917,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0258,-0.0118
365,3s,Jd,0.5702,0.4364,0.0833,0.75,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.2917,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0309,-0.0127
366,3s,Jh,0.4424,0.5596,0.0833,0.75,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.2917,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.024,-0.0163
367,3s,Js,0.4681,0.5761,0.0833,0.75,0,1,0.6667,0.25,0.25,1,0.0,0.6,0.2917,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0254,-0.0168
368,3s,Qc,0.5402,0.4553,0.0833,0.8333,0,0,0.75,0.25,0.25,1,0.0,0.4,0.3042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0259,-0.0104
369,3s,Qd,0.402,0.5896,0.0833,0.8333,0,0,0.75,0.25,0.25,1,0.0,0.4,0.3042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0193,-0.0135
370,3s,Qh,0.4171,0.544,0.0833,0.8333,0,0,0.75,0.25,0.25,1,0.0,0.4,0.3042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.02,-0.0125
371,3s,Qs,0.4977,0.5516,0.0833,0.8333,0,1,0.75,0.25,0.25,1,0.0,0.6,0.3042,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0238,-0.0126
372,3s,Kc,0.5381,0.5292,0.0833,0.9167,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.85,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.1211,0.1323
373,3s,Kd,0.0,0.0,0.0833,0.9167,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
374,3s,Kh,0.4982,0.5586,0.0833,0.9167,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.85,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.1121,0.1396
375,3s,Ks,0.4186,0.4443,0.0833,0.9167,0,1,0.8333,0.25,0.25,1,0.0,0.6,0.85,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0942,0.1111
376,3s,Ac,0.58,0.5029,0.0833,1.0,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.8792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.139,0.1331
377,3s,Ad,0.558,0.5363,0.0833,1.0,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.8792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.1337,0.1419
378,3s,Ah,0.0,0.0,0.0833,1.0,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
379,3s,As,0.5479,0.5268,0.0833,1.0,0,1,0.9167,0.25,0.25,1,0.0,0.6,0.8792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.1313,0.1394
380,4c,4d,0.3492,0.2662,0.1667,0.1667,1,0,0.0,0.25,0.25,0,0.0,0.4,0.3,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0175,-0.0067
381,4c,4h,0.3406,0.2542,0.1667,0.1667,1,0,0.0,0.25,0.25,0,0.0,0.4,0.3,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.017,-0.0064
382,4c,4s,0.2503,0.2241,0.1667,0.1667,1,0,0.0,0.25,0.25,0,0.0,0.4,0.3,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0125,-0.0056
383,4c,5c,0.1469,0.1322,0.1667,0.25,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0248,-0.019
384,4c,5d,0.2155,0.2608,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0364,-0.0375
385,4c,5h,0.1454,0.1516,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0245,-0.0218
386,4c,5s,0.2052,0.2533,0.1667,0.25,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0346,-0.0364
387,4c,6c,0.3453,0.2549,0.1667,0.3333,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0561,-0.0351
388,4c,6d,0.2066,0.1701,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0336,-0.0234
389,4c,6h,0.1888,0.1955,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0307,-0.0269
390,4c,6s,0.1859,0.1528,0.1667,0.3333,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0302,-0.021
391,4c,7c,0.2985,0.2465,0.1667,0.4167,0,1,0.25,0.25,0.25,1,0.0,0.6,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0118,-0.0036
392,4c,7d,0.3865,0.3023,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0153,-0.0044
393,4c,7h,0.3312,0.2169,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.3208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0131,-0.0032
394,4c,7s,0.0,0.0,0.1667,0.4167,0,0,0.25,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
395,4c,8c,0.407,0.3315,0.1667,0.5,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0611,-0.0414
396,4c,8d,0.4079,0.3481,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0612,-0.0435
397,4c,8h,0.3272,0.3214,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0491,-0.0402
398,4c,8s,0.2702,0.2436,0.1667,0.5,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0405,-0.0305
399,4c,9c,0.4632,0.3705,0.1667,0.5833,0,1,0.4167,0.25,0.25,0,0.0,0.6,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0666,-0.044
400,4c,9d,0.4394,0.3551,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0632,-0.0422
401,4c,9h,0.2898,0.4009,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0417,-0.0476
402,4c,9s,0.2857,0.3048,0.1667,0.5833,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0411,-0.0362
403,4c,Tc,0.5126,0.4608,0.1667,0.6667,0,1,0.5,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0705,-0.0518
404,4c,Td,0.5988,0.4237,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0823,-0.0477
405,4c,Th,0.5529,0.5213,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.076,-0.0586
406,4c,Ts,0.5581,0.4451,0.1667,0.6667,0,0,0.5,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0767,-0.0501
407,4c,Jc,0.5045,0.4901,0.1667,0.75,0,1,0.5833,0.25,0.25,0,0.0,0.6,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0662,-0.0521
408,4c,Jd,0.4885,0.572,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0641,-0.0608
409,4c,Jh,0.598,0.4611,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0785,-0.049
410,4c,Js,0.5242,0.5219,0.1667,0.75,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0688,-0.0555
411,4c,Qc,0.548,0.5895,0.1667,0.8333,0,1,0.6667,0.25,0.25,0,0.0,0.6,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0685,-0.059
412,4c,Qd,0.4416,0.4422,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0552,-0.0442
413,4c,Qh,0.5321,0.4314,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0665,-0.0431
414,4c,Qs,0.4348,0.415,0.1667,0.8333,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0543,-0.0415
415,4c,Kc,0.4422,0.5318,0.1667,0.9167,0,1,0.75,0.25,0.25,1,0.0,0.6,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0212,0.0388
416,4c,Kd,0.0,0.0,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
417,4c,Kh,0.5604,0.4999,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0269,0.0365
418,4c,Ks,0.488,0.5831,0.1667,0.9167,0,0,0.75,0.25,0.25,1,0.0,0.4,0.4958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0234,0.0425
419,4c,Ac,0.6239,0.5741,0.1667,1.0,0,1,0.8333,0.25,0.25,1,0.0,0.6,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.039,0.0502
420,4c,Ad,0.6208,0.6681,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.525,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0388,0.0585
421,4c,Ah,0.0,0.0,0.1667,1.0,0,0,0.8333,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
